## Classical Chinese Character Frequency List
## 古汉语单字频率列表
## 拼音取自于http://www.mandarintools.com/cedict.html, http://www.chinese-forums.com/vocabulary/和http://sh.netsh.com/bbs/1951/。
## 英文翻译来自于CEDICT at http://www.mandarintools.com/cedict.html
## Columns are tab delimited. 行间分隔符为Tab键。
## http://lingua.mtsu.edu/chinese-computing/statistics/index.html
## http://lingua.mtsu.edu/chinese-computing/statistics/char/download.php?Which=CL
id	character	occurrences	frequency	pinyins	traductions
5091	嫘	391	99.4981562274	lei2	(surname)
5092	蛐	391	99.4987545568	qu1	cricket
5093	霪	391	99.4993528861	yin2	heavy rain
5094	絷	391	99.4999512155	zhi2	connect/tie up
5095	茁	390	99.5005480146	zhuo2	increase/sprout
5096	锛	390	99.5011448137	ben1	adz/adze
5097	嗪	389	99.5017400825	qin2
5098	欷	389	99.5023353514	xi1	to sob
5099	钫	389	99.5029306202	fang1	francium
5100	鲎	389	99.5035258891	hou4	king crab
5101	磔	389	99.5041211579	zhe2	tearing off limbs as punishment
5102	阇	389	99.5047164268	du1
5103	痘	388	99.5053101654	dou4	small pox
5104	阡	387	99.5059023737	qian1	road leading north and south
5105	媲	387	99.506494582	pi4	to match/to pair
5106	膑	387	99.5070867904	bin4	kneecap/patella
5107	臊	387	99.5076789987	sao1/sao4	smell of urine, bashfulness
5108	砣	387	99.5082712071	tuo2	steelyard weight
5109	鸲	387	99.5088634154	qu2	(mynah)
5110	搦	387	99.5094556237	nuo4	take hold
5111	阱	386	99.5100463018	jing3	hole/pitfall
5112	缦	386	99.5106369799	man4	plain thin silk/slow/unadorned
5113	惋	385	99.5112261277	wan3	regret, be sorry/alarmed
5114	苊	385	99.5118152756	e4
5115	铙	385	99.5124044234	nao2	big cymbals
5116	酚	384	99.512992041	fen1	phenol
5117	罾	384	99.5135796585	zeng1	large square net
5118	裉	384	99.5141672761	ken4	s seam in a garment
5119	徂	384	99.5147548937	cu2	to go/to reach
5120	臃	383	99.515340981	yong1
5121	砑	383	99.5159270683	ya4	to calender
5122	舯	383	99.5165131557	zhong1
5123	嚎	382	99.5170977127	hao2	howl/bawl
5124	溅	382	99.5176822698	jian4	splash
5125	镣	382	99.5182668269	liao4
5126	庀	382	99.5188513839	pi3	prepare
5127	媾	382	99.519435941	gou4	to marry/to copulate
5128	缤	382	99.5200204981	bin1	helter-skelter/mixed colors/in confusion
5129	榈	382	99.5206050551	lu:2/lv2	palm tree
5130	镯	382	99.5211896122	zhuo2	bracelet
5131	镫	381	99.521772639	deng4	stirrup
5132	蛎	381	99.5223556658	li4	oyster
5133	蛳	381	99.5229386926	si1	snail
5134	蛘	380	99.5235201892	yang2
5135	趿	380	99.5241016858	ta1
5136	旯	379	99.5246816521	la2
5137	芊	378	99.5252600881	qian1	green/luxuriant growth
5138	炖	378	99.5258385242	dun4	stew slowly, stew
5139	颡	378	99.5264169602	sang3	forehead/kowtow
5140	骐	378	99.5269953963	qi2	piebald horse
5141	脆	377	99.5275723021	cui4	crisp/brittle/clear and loud voice
5142	锌	377	99.5281492079	xin1	zinc
5143	嘌	377	99.5287261137	piao4
5144	憧	377	99.5293030194	chong1	irresolute/unsettled
5145	飕	377	99.5298799252	sou1	blow (as of wind)/sound of wind
5146	苎	376	99.5304553008	zhu4	Boehmeria nivea
5147	琥	376	99.5310306763	hu3	amber
5148	氩	376	99.5316060519	ya4	argonium
5149	彖	376	99.5321814274	tuan4	running hog
5150	焊	375	99.5327552727	han4	welding, to solder/weld by heat
5151	舴	375	99.533329118	ze2	small boat
5152	剡	374	99.533901433	shan4/yan3	river in Zhejiang, sharp
5153	鸶	374	99.5344737481	si1	heron
5154	圮	373	99.5350445328	pi3	destroyed/injure
5155	崴	373	99.5356153176	wei1/wai3	high, lofty/precipitous
5156	飏	373	99.5361861024	yang2
5157	阪	372	99.5367553569	ban3	a slope/hillside
5158	夯	371	99.5373230812	hang1/ben4	drive piles
5159	嫒	371	99.5378908055	ai4	your daughter (hon.)
5160	鄩	371	99.5384585297	xun2
5161	诅	370	99.5390247238	zu3	curse/swear (oath)
5162	闫	370	99.5395909178	yan2	(surname)
5163	锉	370	99.5401571118	cuo4	to file, a file (tool for shaping metal)/to file
5164	锲	370	99.5407233058	qie4	cut/to carve
5165	醣	370	99.5412894998	tang2	carbohydrate
5166	嘿	369	99.5418541636	hei1	hey
5167	萜	369	99.5424188274	tie1
5168	菇	368	99.5429819609	gu1	mushroom
5169	儡	368	99.5435450944	lei3	injure/puppet
5170	菥	368	99.5441082279	xi1
5171	嗦	368	99.5446713614	suo1	suck
5172	鸬	368	99.5452344949	lu2	fishing cormorant
5173	拶	368	99.5457976284	zan3/za1	punish by squeezing fingers
5174	觜	367	99.5463592317	zi1/zui3	(zodiacal sign), mouth
5175	钋	366	99.5469193047	po1	polonium
5176	舾	366	99.5474793777	xi1
5177	獍	366	99.5480394507	jing4	an animal which eats its mother
5178	籽	365	99.5485979934	zi3	seeds
5179	喃	365	99.5491565362	nan2	mumble in repetition
5180	饽	365	99.5497150789	bo1	cake/biscuit
5181	砉	365	99.5502736217	hua1
5182	钯	365	99.5508321644	ba3	palladium
5183	柑	364	99.5513891769	gan1	large tangerine
5184	嘞	364	99.5519461894	lei
5185	炝	364	99.5525032019	qiang4
5186	璇	363	99.5530586841	xuan2	(jade)
5187	啃	362	99.5536126361	ken3	to gnaw/to nibble/to bite
5188	萏	362	99.5541665881	dan4	lotus
5189	阯	362	99.5547205401	zhi3
5190	绌	361	99.5552729618	chu4	crimson silk/deficiency/to stitch
5191	甏	361	99.5558253836	beng4
5192	蹩	361	99.5563778053	bie2	limp
5193	苣	360	99.5569286968	ju4	(lettuce)
5194	楸	360	99.5574795882	qiu1	Catalpa/Mallotus japonicus
5195	鸸	360	99.5580304797	er2	emu
5196	惬	359	99.5585798409	qie4	cheerful/satisfied
5197	褊	359	99.5591292022	bian3	narrow/urgent
5198	翥	359	99.5596785634	zhu4	soar
5199	筱	358	99.5602263944	xiao3	dwarf bamboo/thin bamboo
5200	绂	358	99.5607742253	fu2	ribbon for a seal/sash
5201	靥	357	99.561320526	ye4	dimple
5202	匐	357	99.5618668268	fu2	fall prostrate
5203	戕	357	99.5624131275	qiang1
5204	蛲	357	99.5629594282	nao2
5205	扃	357	99.5635057289	jiong1	shut
5206	屦	357	99.5640520296	ju4	sandals
5207	抒	356	99.5645968001	shu1	to strain/pour out
5208	鹱	355	99.5651400403	hu4
5209	聒	355	99.5656832805	guo1
5210	锞	354	99.5662249904	ke4	grease-pot for cart/ingot
5211	獯	353	99.5667651701	xun1	name of a tribe
5212	庋	353	99.5673053498	gui3	a cupboard or pantry to store
5213	皈	353	99.5678455295	gui1	comply with/follow
5214	胳	352	99.568384179	ge1	armpit
5215	蒜	352	99.5689228284	suan4	garlic
5216	崆	352	99.5694614779	kong1	name of a mountain
5217	绉	352	99.5700001273	zhou4	crepe/wrinkle
5218	罨	352	99.5705387768	yan3	foment/valve
5219	镬	352	99.5710774262	huo4	boiler or caldron
5220	缔	351	99.5716145454	di4	closely joined/connection/knot
5221	艏	351	99.5721516646	shou3
5222	髭	351	99.5726887838	zi1	mustache
5223	艮	351	99.573225903	gen4	a sign in trigram
5224	艽	350	99.5737614919	jiao1
5225	慊	350	99.5742970808	qian4/qie4	dissatisfied, contented
5226	隹	350	99.5748326698	zhui1	short-tailed bird
5227	岵	350	99.5753682587	hu4	wooded hill
5228	锴	349	99.5759023174	kai3	high quality iron
5229	撂	348	99.5764348458	liao4	to leave (it)
5230	驽	348	99.5769673742	nu2	worn out old horses
5231	蜻	348	99.5774999027	qing1	dragonfly
5232	嵯	347	99.5780309008	cuo2	lofty (as of mountain)
5233	闩	347	99.578561899	shuan1	to bolt
5234	骝	347	99.5790928972	liu2	bay horse with black mane
5235	砗	347	99.5796238954	che1	Tridacna gigas
5236	衩	347	99.5801548935	cha3/cha4	open seam of a garment/shorts/panties, slit on either side of robe
5237	瘳	347	99.5806858917	chou1	convalesce/recover/heal
5238	钠	346	99.5812153596	na4	sodium
5239	淼	346	99.5817448276	miao3	a flood/infinity
5240	坌	346	99.5822742955	ben4	bring together/dust
5241	菑	346	99.5828037634	zi1
5242	剁	345	99.5833317011	duo4	chop (meat)
5243	醚	345	99.5838596387	mi2	ether
5244	碾	345	99.5843875764	nian3	stone roller
5245	珀	345	99.5849155141	po4	amber
5246	俜	345	99.5854434517	ping1	forlorn
5247	遴	345	99.5859713894	lin2	(surname)/select for appointment
5248	杪	344	99.5864977968	miao3	the limit/tip of branch
5249	鹫	344	99.5870242042	jiu4	black eagle/condor/cruel
5250	簠	344	99.5875506116	fu3
5251	蜒	343	99.5880754888	yan2	slug
5252	萱	343	99.5886003659	xuan1	Hemerocallis flava
5253	絜	343	99.5891252431	jie2
5254	姒	342	99.58964859	si4	(surname)/wife of older brother
5255	聆	342	99.5901719369	ling2	apprehend/hear/listen
5256	戆	341	99.5906937536	zhuang4/gang4	simple/stupid
5257	钐	341	99.5912155702	shan1	samarium
5258	鹌	341	99.5917373868	an1	quail
5259	菅	340	99.5922576732	jian1	(grass)/Themeda forsbali
5260	叻	340	99.5927779596	le4	place names
5261	缧	340	99.593298246	lei2	bind/bond
5262	筇	340	99.5938185324	qiong2	species of bamboo
5263	埒	339	99.5943372886	lei4/lie4	enclosure, dike, embankment
5264	誊	338	99.5948545145	teng2	make a (clean) copy
5265	枞	338	99.5953717403	cong1	abies firma
5266	艨	338	99.5958889662	meng2	war-boat
5267	缂	338	99.5964061921	ke4	to woof
5268	頠	338	99.596923418	wei3
5269	肪	337	99.5974391136	fang2	animal fat
5270	瘫	337	99.5979548093	tan1	paralyzed
5271	肟	337	99.5984705049	wo4
5272	佾	337	99.5989862005	yi4	row of dancers at sacrifices
5273	糕	336	99.5995003659	gao1	cake
5274	臆	336	99.6000145313	yi4	feelings/opinion/thoughts
5275	邙	336	99.6005286967	mang2	name of a hill
5276	盲	335	99.6010413318	mang2	blind
5277	垓	335	99.6015539669	gai1	boundary
5278	钲	335	99.602066602	zheng1	gong used to halt troops
5279	瘁	334	99.6025777069	cui4	care-worn/distressed/tired/overworked/sick/weary
5280	蓑	334	99.6030888118	suo1
5281	跖	334	99.6035999167	zhi2	sole of foot
5282	幺	334	99.6041110215	yao1
5283	蹴	333	99.6046205961	cu4	carefully/kick/tread on/stamp
5284	靓	333	99.6051301708	jing4/liang4	make up (face)
5285	砾	332	99.6056382151	li4	gravel/small stone
5286	姝	332	99.6061462595	shu1	pretty woman
5287	酤	332	99.6066543038	gu1	to deal in liquors
5288	岜	331	99.607160818	ba1
5289	莶	330	99.6076658018	xian1
5290	钛	330	99.6081707857	tai4	titanium
5291	跚	330	99.6086757695	shan1	limp
5292	砭	330	99.6091807534	bian1	a stone probe/acupuncture
5293	尢	330	99.6096857372	wang1/you2	lame
5294	刳	330	99.6101907211	ku1	to cut open/rip up/scoop out
5295	柙	329	99.6106941747	xia2	cage/pen/scabbard
5296	镗	329	99.6111976283	tang1/tang2	noise of drums
5297	苾	329	99.6117010819	bi4
5298	搪	328	99.6122030052	tang2	keep out
5299	庹	328	99.6127049286	tuo3	length of 2 outstretched arms
5300	籼	328	99.6132068519	xian1
5301	枵	328	99.6137087753	xiao1	empty/hollow of a tree
5302	虡	328	99.6142106986	ju4
5303	茜	327	99.6147110917	qian4	Rubia cordiolia
5304	镛	327	99.6152114848	yong1	large bell
5305	翮	327	99.6157118779	he2	quill
5306	耷	326	99.6162107407	da1
5307	遨	326	99.6167096036	ao2	make excursion/ramble/travel
5308	嫫	326	99.6172084664	mo2	ugly woman
5309	耜	326	99.6177073292	si4	plough/ploughshare
5310	鏖	326	99.6182061921	ao2	violent fighting
5311	蔺	325	99.6187035247	lin4	juncus effusus
5312	吖	325	99.6192008572	a1
5313	圻	325	99.6196981898	qi2	boundary/a border
5314	綝	325	99.6201955224	chen1
5315	纁	325	99.620692855	xun1
5316	帔	324	99.6211886573	pei4	cape
5317	萤	323	99.6216829294	ying2	firefly
5318	舡	323	99.6221772015	chuan2
5319	祢	323	99.6226714735	mi2
5320	澍	323	99.6231657456	shu4	moisture/timely rain
5321	筷	322	99.6236584874	kuai4	chopstick
5322	芎	322	99.6241512293	xiong1
5323	菘	322	99.6246439711	song1	(cabbage)/Brassica chinensis
5324	嵝	322	99.6251367129	lou3	mountain peak
5325	捡	321	99.6256279245	jian3	pick up/collect/gather
5326	佶	321	99.626119136	ji2	difficult to pronounce
5327	峥	321	99.6266103476	zheng1	excel/lofty
5328	枳	321	99.6271015592	zhi3	(orange)/hedge thorn
5329	锕	320	99.6275912405	a1
5330	苓	319	99.6280793915	ling2	fungus/tuber
5331	耦	319	99.6285675426	ou3	pair/mate/ploughshare
5332	狙	318	99.6290541634	ju1	(ape)/to spy/lie in ambush
5333	酃	318	99.6295407842	ling2	name of a district in Hunan
5334	韪	318	99.630027405	wei3	correct/right
5335	菝	317	99.6305124956	ba2	smilax china
5336	恫	316	99.6309960559	dong4	frighten
5337	嶙	316	99.6314796162	lin2	ranges of hills
5338	疠	316	99.6319631765	li4	sore caused by varnish poisoning
5339	嗅	315	99.6324452065	xiu4	sense of smell
5340	痔	315	99.6329272365	zhi4	piles/hemorrhoid
5341	獐	315	99.6334092666	zhang1	river deer/roebuck
5342	璐	315	99.6338912966	lu4	(jade)
5343	镎	315	99.6343733267	na2
5344	骢	314	99.6348538265	cong1	buckskin horse
5345	郅	313	99.635332796	zhi4	(surname)/extremely
5346	郤	313	99.6358117655	qie4
5347	逄	312	99.6362892048	pang2	(surname)
5348	妊	311	99.6367651138	ren4	be pregnant
5349	哿	311	99.6372410229	ge3	excellent/happy/well-being
5350	蓍	311	99.6377169319	shi1	Achillea sibirica
5351	镈	311	99.6381928409	bo2
5352	咙	310	99.6386672197	long2	throat
5353	虱	310	99.6391415985	shi1	louse
5354	崭	310	99.6396159772	zhan3	precipitous peak
5355	襁	310	99.640090356	qiang3	cloth for carrying baby on back
5356	仵	310	99.6405647348	wu3	opponent
5357	哐	308	99.641036053	kuang1
5358	昀	308	99.6415073713	yun2	sun light/used in personal name
5359	滹	308	99.6419786896	hu1	(surname)/name of a river
5360	殪	308	99.6424500078	yi4	exterminate
5361	洼	307	99.6429197958	wa1	winding ditch, depression/sunken/swamp
5362	肼	307	99.6433895838	jing3
5363	蚵	307	99.6438593719	e2/ke1	oyster
5364	酹	306	99.6443276296	lei4	pour out libation/sprinkle
5365	锔	305	99.6447943571	ju1/ju2	mend chinaware with staples, curium
5366	锪	305	99.6452610846	huo1
5367	蝌	305	99.6457278121	ke1	tadpole
5368	颅	304	99.6461930094	lu2	forehead/skull
5369	尥	304	99.6466582066	liao4
5370	饪	304	99.6471234039	ren4	cooked food/cook until well done
5371	睨	304	99.6475886011	ni4	look askance
5372	龇	304	99.6480537983	zi1	projecting teeth
5373	沪	303	99.6485174653	hu4	Shanghai
5374	颋	303	99.6489811323	ting3
5375	脐	302	99.6494432691	qi2	navel
5376	谿	302	99.6499054058	ji1
5377	溧	302	99.6503675426	li4	name of a river
5378	磊	301	99.650828149	lei3	lumpy/rock pile/uneven
5379	堞	301	99.6512887555	die2	battlements
5380	呗	301	99.651749362	bai4/bei	to chant
5381	岖	301	99.6522099685	qu1	rugged
5382	孳	301	99.652670575	zi1	industrious/produce/bear
5383	杌	301	99.6531311815	wu4	low stool
5384	碳	300	99.6535902577	tan4	carbon
5385	轧	300	99.6540493339	ya4/zha2	crush/in the first place
5386	泮	300	99.6545084102	pan4	melt
5387	滏	300	99.6549674864	fu3	name of a river in Hebei
5388	蛤	299	99.6554250324	ge2/ha2	clam, frog/toad
5389	酶	299	99.6558825783	mei2	enzyme/ferment
5390	煅	299	99.6563401243	duan4
5391	裥	299	99.6567976703	jian3
5392	傺	299	99.6572552163	chi4	detain/hinder
5393	薹	298	99.657711232	tai2	Carex dispalatha
5394	鐾	298	99.6581672477	bei4
5395	籥	297	99.6586217332	yao4
5396	妮	297	99.6590762187	ni1	girl/phonetic "ni" (in girl's name)
5397	褶	297	99.6595307041	xi2/zhe3	(arch.) court dress, pleat/crease
5398	龠	297	99.6599851896	yue4	(ancient measure)/flute
5399	幞	297	99.6604396751	fu2
5400	涮	296	99.6608926303	shuan4	rinse
5401	脍	296	99.6613455855	kuai4	chopped meat or fish
5402	煺	296	99.6617985407	tui4
5403	茕	296	99.6622514959	qiong2	alone/desolate
5404	纻	296	99.6627044511	zhu4
5405	螟	294	99.6631543458	ming2	Heliothus armigera
5406	溟	294	99.6636042405	ming2	drizzle/sea
5407	搓	293	99.664052605	cuo1	to rub or roll between the hands or fingers/to twist
5408	隧	293	99.6645009694	sui4	subterranean/underground passage
5409	崽	293	99.6649493339	zai3	young of animals
5410	殛	293	99.6653976984	ji2	put to death
5411	娆	293	99.6658460628	rao2/rao3	graceful, disturbance
5412	蝎	292	99.666292897	xie1	scorpion
5413	孑	292	99.6667397312	jie2	alone/mosquito larvae/small
5414	腌	292	99.6671865654	yan1	to salt/pickle
5415	阢	292	99.6676333996	wu4
5416	栌	291	99.6680787035	lu2	capital (of column)/smoke tree
5417	踹	291	99.6685240075	chuai4	kick/trample
5418	铱	290	99.6689677812	yi1	iridium
5419	埭	290	99.6694115549	dai4	dam
5420	皖	289	99.6698537983	wan3	Anhui
5421	羟	289	99.6702960417	qiang3	hydroxyl (radical)
5422	堙	288	99.6707367549	yin1	bury/mound/to dam/close
5423	璀	288	99.6711774681	cui3	luster of gems
5424	晗	288	99.6716181813	han2
5425	怛	288	99.6720588945	da2	distressed/alarmed/shocked/grieved
5426	豨	287	99.6724980774	xi1
5427	芈	287	99.6729372603	mi3	(surname)
5428	巅	287	99.6733764432	dian1	summit
5429	潺	287	99.6738156262	chan2	flow/trickle (of water)
5430	镄	287	99.6742548091	fei4
5431	陴	286	99.6746924618	pi2	parapet
5432	垩	286	99.6751301144	e4	to whitewash/to plaster
5433	葩	286	99.6755677671	pa1	corolla of flower
5434	赓	286	99.6760054198	geng1	continue (as a song)
5435	劓	286	99.6764430725	yi4	cut off the nose
5436	梆	285	99.6768791949	bang1	watchman's rattle
5437	撵	285	99.6773153173	nian3	expel
5438	橄	285	99.6777514397	gan3	olive
5439	鸫	285	99.6781875621	dong1	thrush/Tardus fuscatus
5440	矾	284	99.6786221543	fan2	alum
5441	粞	284	99.6790567465	xi1	ground rice/thresh rice
5442	熄	283	99.6794898084	xi1	(v) extinguish; quench/go out (of fire)
5443	杷	282	99.67992134	pa2	loquat
5444	氚	282	99.6803528717	chuan1	tritium
5445	赳	282	99.6807844034	jiu1
5446	洧	282	99.681215935	wei3	name of a river
5447	橱	281	99.6816459364	chu2	a wardrobe/case/cabinet
5448	頵	281	99.6820759378	yun1
5449	掼	280	99.682504409	guan4	fling/smash
5450	沌	280	99.6829328801	dun4	confused/turbid
5451	蹉	280	99.6833613513	cuo1	error/slip/miss/err
5452	聃	280	99.6837898224	dan1	ears without rim
5453	骃	280	99.6842182936	yin1
5454	锾	279	99.6846452345	huan2	(ancient measure)/money
5455	趵	279	99.6850721754	bao4/bo1	jump/leap
5456	蚜	278	99.685497586	ya2	aphis
5457	谂	278	99.6859229966	shen3	consult
5458	捅	277	99.686346877	tong3	poke through
5459	屐	277	99.6867707574	ji1	clogs
5460	竑	277	99.6871946378	hong2
5461	钇	276	99.6876169879	yi3	yttrium
5462	矧	276	99.6880393381	shen3	(interrog.)
5463	锰	274	99.6884586277	meng3	manganese
5464	梏	274	99.6888779173	gu4	braces (med.)/fetters/manacles
5465	檠	274	99.6892972069	qing2	instrument for straightening bows
5466	荛	274	99.6897164966	rao2	fuel/grass
5467	晾	273	99.6901342559	liang4	to dry in the air
5468	鹣	273	99.6905520153	jian1	mythical bird with 1 eye and 1 wing
5469	羿	273	99.6909697747	yi4	name of a famous archer
5470	鞮	273	99.691387534	di1
5471	爆	272	99.6918037632	bao4	to crack/to explode or burst
5472	陬	272	99.6922199923	zou1	corner/foot of mountain
5473	坻	272	99.6926362214	chi2/di3	islet/rock in river, place name
5474	绀	272	99.6930524505	gan4	violet or purple
5475	倥	271	99.6934671494	kong1/kong3	ignorant/blank-minded, urgent/pressed
5476	妩	271	99.6938818482	wu3	flatter/to please
5477	嫜	271	99.6942965471	zhang1	husband's parent/lady in the moon
5478	砻	271	99.6947112459	long2	grind/mill
5479	跆	271	99.6951259448	tai2	trample
5480	猊	271	99.6955406437	ni2	(mythical animal)/lion
5481	赇	271	99.6959553425	qiu2	to bribe
5482	觎	270	99.6963685111	yu2	passionately desire
5483	艋	270	99.6967816797	meng3	small boat
5484	绨	270	99.6971948484	ti2	coarse greenish black pongee
5485	偬	269	99.6976064867	zong3	busy/hurried/despondent
5486	蘼	269	99.6980181251	mi2	millet
5487	肀	269	99.6984297634	yu4
5488	鞶	269	99.6988414018	pan2
5489	垛	268	99.6992515099	duo3/duo4	battlement/target, pile
5490	坍	268	99.699661618	tan1	collapse
5491	峁	268	99.7000717261	mao3
5492	崃	268	99.7004818342	lai2	name of a mountain in Sichuan
5493	骛	268	99.7008919423	wu4	fast/greedy/run rapidly
5494	踣	268	99.7013020504	bo2	corpse/prostrate
5495	键	267	99.7017106282	jian4	(door lock) key
5496	呙	267	99.7021192061	guo1
5497	鹂	267	99.7025277839	li2	Chinese oriole
5498	鬲	267	99.7029363618	ge2	(surname)/earthen pot/iron caldron
5499	锇	266	99.7033434093	e2	osmium
5500	溱	266	99.7037504569	zhen1/qin2	name of a river
5501	箔	265	99.7041559743	bo2	bamboo screen/door screen/metal foil/leaf/sheet/tinsel
5502	垄	265	99.7045614916	long3	monopolize
5503	婧	265	99.7049670089	jing4	modest/supple
5504	镞	265	99.7053725263	zu2	arrowhead/sharp
5505	榉	264	99.7057765134	ju3	Zeikowa acuminata
5506	辘	264	99.7061805004	lu4	windlass
5507	璺	264	99.7065844875	wen4	a crack, as in porcelain
5508	樘	264	99.7069884746	tang2
5509	觚	264	99.7073924617	gu1	goblet/rule/law
5510	鼾	263	99.7077949185	han1	snore
5511	圄	262	99.7081958451	yu3	imprison
5512	砹	262	99.7085967717	ai4
5513	锓	262	99.7089976983	qin3
5514	掊	262	99.7093986248	pou2/pou3	take up in both hands, break up/hit
5515	拌	261	99.7097980211	ban4	to mix/mix in/to toss (a salad)
5516	鉷	261	99.7101974175	hong2
5517	呋	260	99.7105952835	fu1
5518	鸹	260	99.7109931496	gua1	the crow
5519	褓	260	99.7113910157	bao3	cloth for carrying baby on back
5520	鄠	260	99.7117888817	hu4
5521	悝	260	99.7121867478	kui1/li3	laugh at, sad
5522	甬	259	99.7125830836	yong3	5 pecks (M)/Ningpo
5523	衄	259	99.7129794194	nu:4/nv4	bleed at the nose/check in battle
5524	咝	258	99.713374225	si1
5525	槟	258	99.7137690305	bin1/bing1	areca/the areca nut palm, areca
5526	硐	258	99.7141638361	dong4
5527	眄	258	99.7145586417	mian3	ogle
5528	脔	258	99.7149534472	luan2	skinny/sliced meat
5529	蛙	257	99.7153467225	wa1	frog
5530	廛	255	99.7157369373	chan2	market place
5531	崤	254	99.7161256219	yao2/xiao2	mountain in Henan
5532	砝	254	99.7165143064	fa3
5533	锬	254	99.7169029909	tan2	long spear
5534	皙	254	99.7172916755	xi1	white
5535	蜮	254	99.71768036	yu4	mythical creature/toad/worm
5536	鞨	254	99.7180690446	he2
5537	郄	253	99.7184561989	qie4
5538	惦	252	99.7188418229	dian4	think of, remember, miss
5539	縠	252	99.7192274469	hu2
5540	馅	252	99.719613071	xian4	stuffing/forcemeat
5541	岽	252	99.719998695	dong1
5542	炻	252	99.720384319	shi2
5543	锘	252	99.7207699431	nuo4
5544	籁	252	99.7211555671	lai4	music/musical pipe with 3 reeds
5545	箪	252	99.7215411911	dan1	round basket for cooked rice
5546	铲	251	99.7219252849	chan3	level off/root up, spade/shovel
5547	瀑	251	99.7223093787	bao4/pu4	shower (rain), waterfall
5548	淆	251	99.7226934725	xiao2
5549	姘	251	99.7230775663	pin1	be a mistress or lover
5550	铛	251	99.72346166	cheng1/dang1	frying pan/griddle, clank/clang/sound of metal
5551	鎏	251	99.7238457538	liu2	bessemerizing of matte
5552	靺	251	99.7242298476	wa4
5553	邂	250	99.7246124111	xie4	meet unexpectedly
5554	擐	250	99.7249949746	huan4	pass through/to get into (armor)
5555	適	250	99.7253775382	shi4
5556	楦	249	99.7257585714	xuan4	block (hat)/stretch (shoe)
5557	瓿	249	99.7261396047	bu4
5558	懑	249	99.726520638	men4	melancholy
5559	蹰	249	99.7269016713	chu2	irresolute/undecided
5560	镅	248	99.7272811743	mei2
5561	鲛	248	99.7276606773	jiao1	shark
5562	攫	247	99.7280386501	jue2	seize (bird or animal)
5563	瓤	247	99.7284166228	rang2	pulp of fruit
5564	呖	247	99.7287945956	li4	sound of splitting/cracking
5565	橥	247	99.7291725683	zhu1	Zelkova acuminata
5566	铖	247	99.7295505411	cheng2	person's name
5567	趼	247	99.7299285139	jian3	callous
5568	囤	246	99.7303049564	dun4/tun2	bin for grain, to store/hoard
5569	桔	246	99.7306813989	jie2/ju2	Platycodon grandiflorus, tangerine
5570	剜	246	99.7310578414	wan1	scoop out
5571	匍	246	99.7314342839	pu2	crawl/lie prostrate
5572	瞰	246	99.7318107264	kan4	bird's-eye view/glance
5573	佘	245	99.7321856387	she2	(surname)
5574	篦	245	99.7325605509	bi4	fine-toothed comb/to comb
5575	舵	244	99.7329339329	duo4	helm/rudder
5576	缍	244	99.7333073149	duo3
5577	瑙	244	99.7336806969	nao3	agate
5578	泶	244	99.7340540789	xue2
5579	贳	244	99.7344274609	shi4	borrow/buy on credit/rent out
5580	箜	244	99.7348008429	kong1	ancient string music instrument
5581	咯	243	99.7351726947	ge1/lo/luo4	(phonetic), part. indicating obviousness, cough (blood)/to argue/debate
5582	瞩	243	99.7355445464	zhu3	to gaze at/to stare at
5583	戛	243	99.7359163982	jia2	a lance/standing alone
5584	驩	243	99.7362882499	huan1
5585	鬣	243	99.7366601017	lie4	bristles/mane
5586	罽	242	99.7370304232	ji4
5587	熔	241	99.7373992144	rong2	to smelt/fuse
5588	腆	241	99.7377680056	tian3	make strong (as liquors)/virtuous
5589	浏	240	99.7381352666	liu2	clear/deep (of water)/swift
5590	兕	240	99.7385025276	si4	rhinoceros indicus
5591	邴	240	99.7388697886	bing3	(surname)/ancient city name/happy
5592	囹	239	99.7392355193	ling2	prison
5593	愫	239	99.7396012501	su4	guileless/sincere
5594	镝	239	99.7399669808	di1/di2	dysprosium
5595	鸽	237	99.740329651	ge1	pigeon/dove
5596	痉	237	99.7406923212	jing4	spasm
5597	埙	237	99.7410549915	xun1	ancient porcelain wind-instrument
5598	崦	237	99.7414176617	yan1	name of a mountain in Gansu
5599	盹	237	99.7417803319	dun3	doze/nap
5600	珉	237	99.7421430021	min2
5601	镳	236	99.7425041421	biao1	darts/escort/horsebit
5602	岿	235	99.7428637518	kui1	high and mighty (of mountain)/hilly
5603	鹎	235	99.7432233615	bei1	bird
5604	筭	235	99.7435829712	suan4
5605	苒	234	99.7439410507	ran3	luxuriant growth/passing (of time)
5606	噤	234	99.7442991302	jin4	unable to speak/silent
5607	馇	234	99.7446572096	zha
5608	滟	234	99.7450152891	yan4	tossing of billows
5609	鹇	234	99.7453733685	xian2	silver pheasant badge worn by civil officials of the 5th grade
5610	貔	234	99.745731448	pi2	(leopard)
5611	鲔	234	99.7460895275	wei3	little tuna/Euthnnus allecteratus
5612	狞	233	99.7464460767	ning2	fierce-looking
5613	痍	233	99.7468026259	yi2	bruise/sores
5614	荃	233	99.7471591751	quan2	(fragrant plant)
5615	鞬	233	99.7475157243	jian1
5616	哮	232	99.7478707432	xiao1	pant/roar/bark (of animals)
5617	姣	232	99.7482257622	jiao1	(surname)/cunning/pretty
5618	楠	232	99.7485807811	nan2	Machilus nanmu
